target,spatial_block,model,status,n_train,n_test,n_features,lon_min,lon_max,lat_min,lat_max,r2,r2_log1p,rmse,mae,mape
D,3,HistGBR,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.08101892438315295,-0.1643804729962719,31.597919089662835,13.681389988573004,35.52604852572193
D,3,LightGBM,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.059571887619314534,-0.13755307547065576,31.282902987140083,13.68258479771648,36.1662279194005
D,3,XGBoost,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.04145912110065031,-0.07006743250168612,31.014368895631517,13.385848968434889,35.298214394069056
D,3,RF,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.055667359667549654,-0.11450617348773795,31.22521095860696,13.667924253694418,37.72344363381807
D,3,ElasticNet,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.1354946533182546,-0.48477842237737834,32.38429008674128,15.281817599998405,38.09605177428648
E,3,ExtraTrees,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.022503452402204527,-0.12142272640745544,14.215436914500877,6.802333824104415,26.727282935416856
E,3,HistGBR,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.17676957202146304,-0.3106990106501333,15.250129652541935,7.527593066066311,29.07393473601842
E,3,LightGBM,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.05882073201893023,-0.15086603967849266,14.465686172343212,7.017392663162999,26.96588664759705
E,3,XGBoost,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.1237347254613308,-0.19161246565482548,14.902520284065206,7.2145393295500995,27.164535873737467
E,3,RF,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.054627739249595963,-0.13719146576994046,14.437015272845509,6.904088170864742,26.88924773365799
E,3,ElasticNet,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.0500432244917397,-0.07724183020242026,14.405601915773197,6.711043336479272,23.128828716219253
F,3,ExtraTrees,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.024879270300504075,0.06771620964052993,152.54492369012954,43.300629118827395,73.08217345438345
F,3,HistGBR,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.04209052903746535,0.0018291363252415094,153.82046855768144,42.41452493541476,55.574874999122116
F,3,LightGBM,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.0453850400207616,0.0005655843907342861,154.06342409512152,42.9072372988367,58.99487328891421
F,3,XGBoost,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.04038025076073293,-0.0233224414162041,153.6941917001614,45.581797599529885,76.04944247384392
F,3,RF,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.030567792851557307,0.00197378547522864,152.96768297973225,44.73811194071845,80.33972675473152
F,3,ElasticNet,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.047952067845195456,-0.26990007241378433,154.25246573645146,45.64974316057819,61.44514929439071
G,3,ExtraTrees,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.03407511362967708,-0.25515551007839465,182.65671252517538,49.00328492726024,36.61010370597113
G,3,HistGBR,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.009030861738752893,-0.15845225313467148,180.43127519111312,48.02266521896298,35.35021180297721
G,3,LightGBM,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.0010085506913317666,-0.19803652491288748,179.71258342235052,49.04011522750731,36.62118618709743
G,3,XGBoost,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.034225499917184043,-0.24262138198909544,182.6699939908465,48.601215980281395,34.81928584340719
G,3,RF,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.027077067627745643,-0.3623175994033556,182.0376037131549,53.254685995152315,44.04022046267264
G,3,ElasticNet,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.07272982135108563,-0.6326948635749094,186.0393316751675,51.27485878172252,33.254925518644015
H,3,ExtraTrees,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.012847921314685928,-0.009187031643532961,0.5533928848861717,0.13824886886642587,76.68481999532203
H,3,HistGBR,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.00200764095695094,0.008268266670647617,0.5504234994162716,0.141437119565013,79.1199203822118
H,3,LightGBM,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.007893019374932031,-0.005317317503022112,0.5520376127086556,0.14325725494178213,87.19104973326478
H,3,XGBoost,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.025879787614259797,-0.05022736893437374,0.5569416370772461,0.14566292537364847,82.40785724270474
H,3,RF,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.01771407881379594,-0.03190408967061131,0.5547206608373656,0.1466013757787962,84.62888451095141
H,3,ElasticNet,ok,757,215,112,107.00864,118.899536,32.100428,42.592274,-0.024896941512698056,-0.0457945483519997,0.5566747836443383,0.1420906196924853,68.60326596633446
A,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.05697420401131903,0.08823158569935863,33.73457883807588,10.686546789005229,52.68884415594345
A,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.07706364765697471,0.14699974503163737,33.373317658297985,10.41279439458542,45.97924503237784
A,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.06438798058933126,0.15412651732959892,33.60171178040618,10.335699385318103,44.68038812864696
A,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.007932112302537542,0.1049571551041869,34.60064560154659,10.30276568417819,43.44294299376999
A,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.06488054786593911,0.10705438478748364,33.59286554805413,10.56894753241075,51.5704484862834
A,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.01373169423660281,-1.3604800319282933,34.97639287835774,12.113057828787793,47.803498998962006
B,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.018436169264628433,-0.42245181702393153,5.040615133964591,2.0697470207451265,421.4918427018947
B,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.035328560942893716,-0.29682622253821034,5.082246542382039,1.800310118844372,225.7449928822393
B,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.05348602809919156,-0.33116603431837444,5.126618752134357,1.8649415190727492,280.8533055254434
B,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.012549107407885396,-0.167296578766289,5.0260254023967565,1.7880006589050559,263.48674957539356
B,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.045936673047886956,-0.47838496664099006,5.108216870098086,2.149410041911499,432.1392488002875
B,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.02904019184550144,-0.24778831570461568,5.066788783666271,1.5508919419642704,111.88919890090307
C,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.05809966621118301,0.029738905690159356,38.315640083646656,27.3914904642434,47.07672723317046
C,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.14269728943514437,-0.16339153212174362,39.81790398156484,30.392665328314983,56.153272403537194
C,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.1157791816577649,-0.13918398660870146,39.34612101906189,30.34193301297542,56.307805923930786
C,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.07810776063504066,-0.08658546115347909,38.67620758388907,29.121756301591983,54.844807076554126
C,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.03809909705096848,-0.010231249517037577,37.95178464963725,27.72795498316922,52.127876479632796
C,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.1538285375461237,-0.07761938372940747,40.0113711476315,28.362129227145513,48.30106865698107
D,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.06457665139617585,-0.020229775114506188,51.32086391913035,23.83595162225782,38.68132964850091
D,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.1180516896807775,-0.12453814213427794,52.59402775831377,23.123225489204625,31.542587524928123
D,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.07514590043273062,-0.015432428709292623,51.57499466778269,23.219349225407814,34.77785509252644
D,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.0758062239766808,-0.0010657994688294536,51.59083017241922,22.709052176853397,33.051430997092865
D,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.050612159670478496,0.005839701565583333,50.98315430756464,23.737740103232365,39.05613839737082
D,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.19237354443793242,-0.7719414055052265,54.31398348859663,24.915546329584235,33.707790823463704
E,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.11427551561821647,-0.2390865551611574,31.40909808713549,11.001717045808432,18.70879799363403
E,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.11360367663532678,-0.24359287918853334,31.39962779098644,11.171646265260456,19.57460031064327
E,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.11927300304013477,-0.251242006693001,31.479453652959652,10.991221041931349,19.393084136261685
E,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.12313585469171517,-0.2673897642904035,31.533728044699494,11.052479761231618,19.056779108749428
E,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.12106269887092558,-0.25663640482080763,31.504611118426833,10.805165564756528,18.067510769417492
E,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.1163070529771788,-0.2307759101929341,31.43771744467885,10.935617915527752,19.57068256320227
F,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.14201587482565625,0.13880234964417137,93.15864474602886,46.78170688188933,78.38423811885026
F,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.015116351769801195,0.004394529948700043,101.3307944157418,46.51585382187788,54.10223173249993
F,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.03840616677062936,0.14258215628505955,98.62326371419418,46.09904795412082,63.77823861267535
F,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.010350680845965798,0.09771472030571293,100.05163746580713,47.774729696079454,62.03404243206121
F,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.08144080025266742,0.08461312929409004,96.39113880951105,48.939239911716754,83.80951517641248
F,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.18817750790223164,-1.9892661328921517,109.62868358486053,53.19006507889194,57.40174926789574
G,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.07636192711277423,-0.37682107747989146,154.60794566512507,74.56178696815881,63.09226682718412
G,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,0.05369231668632102,-0.28665424335303835,144.96689230170372,69.02146964502188,60.52498979082187
G,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.09580321590023533,-0.42680206674356036,155.99796431789014,76.08275384106166,69.82674359022376
G,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.023937696680843112,-0.35060827861242694,150.7958576943494,72.32749201746526,64.1355043038751
G,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.09511856119866424,-0.5973828620832182,155.94922316336846,80.95563490266066,80.52425233153176
G,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-0.04022765819736285,-1.2467492403982736,151.99064017297397,67.38015801644384,52.97769152075826
H,4,ExtraTrees,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-10.967260621944185,-10.768182000215921,0.4817915307808299,0.39682270687525945,525.2815765467824
H,4,HistGBR,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-9.612934357133183,-9.198827737232866,0.45371122694979055,0.3483346410455772,446.9565031391618
H,4,LightGBM,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-16.573516111708393,-14.425204972334038,0.5838363337082468,0.4646575186913043,557.4728081641153
H,4,XGBoost,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-22.638641384645535,-16.3072779717278,0.6771315395788551,0.460932351781456,553.1266614054031
H,4,RF,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-11.334125866707435,-10.862629945580595,0.48912062334119333,0.3924112989800903,563.5381087394966
H,4,ElasticNet,ok,866,106,112,80.5515,108.793283,22.906653,44.20251,-2.382618619805778,-2.893374817229653,0.25614642828115713,0.19529956842672386,238.51914467167083
