protocol,target,method,model,status,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,F,local_analog_direct,AnalogSameOrNearestMax,ok,938,34,19,-2.57125229377929,-3.267231109403393,152.01895477141696,80.1785,58.52723822479808
temporal_2022_2026,F,local_analog_memory_ml,ElasticNet,ok,938,34,64,0.1324635724310258,-0.7500747782558623,74.92579088111948,47.67695819392954,37.22917370754439
temporal_2022_2026,F,local_analog_memory_ml,HistGBR,ok,938,34,64,0.14856567207697235,-0.707274012298768,74.22719582546304,49.195022273273395,40.24538716527517
temporal_2022_2026,F,local_analog_memory_ml,LightGBM,ok,938,34,64,0.26200006270505305,-0.5567702848215503,69.10598132275591,46.38015400095037,38.520026975043415
temporal_2022_2026,F,local_analog_memory_ml,XGBoost,ok,938,34,64,-0.02736653275431311,-1.1365281847689226,81.53614664179197,53.593861507640156,41.68702753081139
temporal_2022_2026,F,local_analog_memory_ml,CatBoost,ok,938,34,64,-0.10729174314586198,-1.0519648171260947,84.64835187917872,55.21590578195913,41.8380035427563
temporal_2022_2026,F,local_analog_memory_ml,NGBoost,ok,938,34,64,0.033607117970613665,-1.3574254110213597,79.07957693475593,53.88956106189844,44.382100855089504
temporal_2022_2026,G,local_analog_direct,AnalogIDW,ok,938,34,19,-32.18206832423919,-2.0165024937077063,158.0582714837282,59.56167575247294,79.7244523120695
temporal_2022_2026,G,local_analog_direct,AnalogMedian,ok,938,34,19,-0.04916275054111541,-0.16637971599337353,28.105216370547556,18.575764705882353,36.634417092340776
temporal_2022_2026,G,local_analog_direct,AnalogP90,ok,938,34,19,-224.58570902889585,-7.649412760943717,412.11772457906704,178.77364705882357,216.4979856822288
temporal_2022_2026,G,local_analog_direct,AnalogRecentMax,ok,938,34,19,-225.6996731824191,-7.825950285324431,413.1340101815703,169.82635294117645,232.48058111533507
temporal_2022_2026,G,local_analog_direct,AnalogSameOrNearestMax,ok,938,34,19,-117.14656943860311,-2.545139566779763,298.24698323192007,80.64158823529411,96.88125107445033
temporal_2022_2026,G,local_analog_memory_ml,ElasticNet,ok,938,34,64,-0.717570474289263,-0.5445743584103511,35.96025680248376,24.045337179642587,47.14845994986506
temporal_2022_2026,G,local_analog_memory_ml,HistGBR,ok,938,34,64,-1.5467323192960274,-0.8792244836950511,43.788205891971195,31.21444812488365,57.103102183733725
temporal_2022_2026,G,local_analog_memory_ml,LightGBM,ok,938,34,64,-0.17281248319572717,-0.41858798976822076,29.715277582101358,23.539765047945185,47.28933377432667
temporal_2022_2026,G,local_analog_memory_ml,XGBoost,ok,938,34,64,-0.10675286428998088,-0.326778189312114,28.866280596889,20.06455120131549,42.50371369514723
temporal_2022_2026,G,local_analog_memory_ml,CatBoost,ok,938,34,64,0.08891388168373338,-0.24190149318071463,26.190586045713395,19.728887976573873,41.75614583991111
temporal_2022_2026,G,local_analog_memory_ml,NGBoost,ok,938,34,64,0.10029130008306664,-0.1441134850946666,26.026541515279952,19.349828810764205,38.90396906892587
temporal_2022_2026,H,local_analog_direct,AnalogIDW,ok,938,34,19,-3.121366265980435,-2.3154595199663786,0.4787035824089387,0.21561699259961498,429.22640557272905
temporal_2022_2026,H,local_analog_direct,AnalogMedian,ok,938,34,19,-0.8142903778115707,-0.8472961888522879,0.3176138777944803,0.15319852941176465,227.46598771583106
temporal_2022_2026,H,local_analog_direct,AnalogP90,ok,938,34,19,-11.236479950733838,-4.65454651259049,0.8248487546389409,0.30695470588235296,580.9301018218108
temporal_2022_2026,H,local_analog_direct,AnalogRecentMax,ok,938,34,19,-4.972544317203226,-3.7789555630033176,0.5762696693083073,0.3195470588235294,682.2562881260549
