protocol,target,feature_set,method,model,status,n_train,n_validation,n_test,n_features,validation_r2,validation_rmse,validation_mae,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,D,external_covariates,distributional_robust,Huber_yj,ok,938,245,34,112,-5.051205417054287,123.15907665119839,28.18760571761335,0.13977487350467666,0.27920192916914,46.74317401111658,17.309212402410605,30.261029269927114
temporal_2022_2026,D,external_covariates,distributional_robust,Ridge_qnormal,ok,938,245,34,112,-0.5511963140351379,62.35608757641366,23.25438667295617,0.09657594020085425,0.25195994410943323,47.90247615340797,17.170937179800454,27.36128215059258
temporal_2022_2026,D,external_covariates,distributional_robust,Poisson_raw,ok,938,245,34,112,-0.4169878578267119,59.59756838969571,26.351002078642754,-1.4832316410899953,-0.8007893486363522,79.41833060170437,34.18028837683157,77.650239608002
temporal_2022_2026,E,external_covariates,distributional_robust,HistGBR_absolute_yj,ok,938,245,34,112,-0.012574188240197515,29.1052465178537,9.55383836948515,-0.06700751006330474,-0.011723277348193673,25.13671468466982,10.656695280017317,23.079735291988253
temporal_2022_2026,E,external_covariates,distributional_robust,HistGBR_squared_yj,ok,938,245,34,112,0.00945997875423088,28.786831745718516,10.247400035315133,0.255403403575713,0.21313341692969323,20.998356319265525,10.804567725771658,25.204362782966662
temporal_2022_2026,E,external_covariates,distributional_robust,ExtraTrees_yj,ok,938,245,34,112,0.023238293971854174,28.585919619164105,9.754601408861202,0.41239160978632394,0.22375535864339657,18.6538625229028,9.677261082251924,24.308547891454733
temporal_2022_2026,E,external_covariates,distributional_robust,ExtraTrees_qnormal,ok,938,245,34,112,-0.0004909208823595801,28.931065715002255,9.648747744176061,0.015038284885517172,0.07564182960766497,24.150963002834146,10.710760262690444,23.557467371257637
temporal_2022_2026,E,external_covariates,distributional_robust,RF_yj,ok,938,245,34,112,0.001758636076882869,28.898522338772462,9.605397389900379,0.1825136029339447,0.14945508990397538,22.00214614003468,10.580873350634969,24.899059985606602
temporal_2022_2026,E,external_covariates,distributional_robust,Huber_yj,ok,938,245,34,112,-0.016017764651114597,29.154695276019268,10.429419147070693,0.12957641641715945,0.2060693321164665,22.703358256559287,10.712855832977937,24.62277271265461
temporal_2022_2026,E,external_covariates,distributional_robust,Ridge_qnormal,ok,938,245,34,112,-3.965107324217123,64.44988934821684,15.375355796370801,0.46893784324574483,0.38051486812335855,17.73362232650088,8.93270026958393,21.40630243265014
temporal_2022_2026,E,external_covariates,distributional_robust,Poisson_raw,ok,938,245,34,112,-0.4822169945689092,35.213869466461325,21.710716437820103,-11.906616101994846,0.20848695670529227,87.42406049143335,22.90106463826723,34.11256903806464
temporal_2022_2026,F,external_covariates,distributional_robust,HistGBR_absolute_yj,ok,938,245,34,112,-0.010017509641887967,484.507668304558,83.74038879644819,-0.30903307969160854,-2.4086099044852785,92.03707047854908,64.50119707164072,52.080155927401584
