feature_set,protocol,target,model,status,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
external_covariates,literature_2019_2020,C,ElasticNet,ok,815,100,42,-0.04070312234693163,-0.039453127910501484,53.45687069369495,24.83974033250826,35.34313051589793
external_covariates,literature_2019_2020,C,PLSR,ok,815,100,42,-0.04671286883321746,-0.06529588263599506,53.61099715403707,25.239190532051968,36.795407346587716
external_covariates,literature_2019_2020,C,XGBoost,ok,815,100,42,0.09905468637847592,0.09632924217666616,49.73811459098674,23.69387843841553,37.62490068175502
external_covariates,literature_2019_2020,C,LightGBM,ok,815,100,42,0.0972410648858929,0.09337435015048112,49.78815134749282,24.160815068322933,37.78127880020084
external_covariates,literature_2019_2020,C,CatBoost,ok,815,100,42,0.04969401717466959,0.07567083248759787,51.08246369294172,23.695472424851538,36.63290974565258
external_covariates,literature_2019_2020,C,NGBoost,ok,815,100,42,0.07132887205303295,0.056423241144594405,50.497639211390656,24.38357760428377,37.73597801305221
external_covariates,literature_2019_2020,D,RF,ok,815,100,42,0.034433754417083406,-0.1751170813754781,56.56477659708217,23.547230709681024,60.37678792430851
external_covariates,literature_2019_2020,D,ExtraTrees,ok,815,100,42,0.11846459098115592,-0.12262257588394854,54.04741402437794,23.13223598102398,58.469994151045924
external_covariates,literature_2019_2020,D,HistGBR,ok,815,100,42,0.023585140020252138,-0.2558292166303715,56.88165563278082,25.3186923436484,72.78690673821578
external_covariates,literature_2019_2020,D,ElasticNet,ok,815,100,42,0.005559551157581333,-0.1982973418569356,57.404300479368565,24.239002961509236,66.19276704559563
external_covariates,literature_2019_2020,D,PLSR,ok,815,100,42,-0.02164466701975387,-0.23979702272970793,58.18418759114617,24.835232378723394,68.3591220425705
external_covariates,literature_2019_2020,D,XGBoost,ok,815,100,42,0.007084648465034982,-0.23201311896118892,57.360265295535434,24.02750593139648,67.93064982271962
external_covariates,literature_2019_2020,D,LightGBM,ok,815,100,42,0.009074170577409224,-0.3408160269443574,57.302769588993314,25.822096597596552,78.90870087179134
external_covariates,literature_2019_2020,D,CatBoost,ok,815,100,42,0.06143380922375319,-0.1444019087633932,55.76831099000195,22.95975942366559,55.7642306162283
external_covariates,literature_2019_2020,D,NGBoost,ok,815,100,42,-0.07600884643572292,-0.3277656494208654,59.71218449116064,24.5956135389309,62.553627776888135
external_covariates,literature_2019_2020,E,RF,ok,815,100,42,0.13461312267640035,0.10815901654982296,10.444140044181843,7.2002468824032455,26.674726974787454
external_covariates,literature_2019_2020,E,ExtraTrees,ok,815,100,42,0.09972480613137513,0.08844976623838285,10.652589110716596,7.496631757283386,27.40449902377232
external_covariates,literature_2019_2020,E,HistGBR,ok,815,100,42,-0.20655051748015585,-0.13036688393267215,12.332192324474608,8.57284414742951,30.79143693208896
external_covariates,literature_2019_2020,E,ElasticNet,ok,815,100,42,0.04516022166286415,0.02362196751452439,10.970660754511304,7.421201574157994,28.419394659525576
