protocol,target,source,method,model,n_train,n_test,r2,r2_log1p,rmse,mae,mape,base_candidate
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q35,938.0,34.0,-0.10150788741850691,-0.056807168537472696,25.539864172332173,11.610029411764705,24.559725066604585,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q40,938.0,34.0,-0.07990300375915638,-0.021787589548921016,25.28815543071964,11.308970588235294,24.006982669673942,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q45,938.0,34.0,-0.0657397394623549,-0.0010560488439839144,25.121777086237113,11.0635,23.644481518194816,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q50,938.0,34.0,-0.055417568515141014,0.012252521396333482,24.999823191727717,10.887558823529412,23.42819033842772,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q55,938.0,34.0,0.2160585177522356,0.2507398287981605,21.5459972691804,10.081176470588234,23.09841515982376,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q60,938.0,34.0,0.41224507928960896,0.333383255986876,18.656188212430937,9.322617647058825,22.886370317621125,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q75,938.0,34.0,0.5709763977819324,0.3419543593853165,15.939157795670825,9.01529411764706,26.622780001418565,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q85,938.0,34.0,0.26289314699033417,0.19424883909595458,20.892480335008234,12.518628235294115,35.47343528102465,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q90,938.0,34.0,-0.024061510687344745,0.0652013658530991,24.62565548425893,14.838029411764708,42.32995356030524,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q95,938.0,34.0,-0.5650857949091854,-0.4327092800559409,30.443448962065418,20.41932352941176,63.25700068272929,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q96,938.0,34.0,-0.6937730738451175,-0.5362449035245731,31.67031550207822,21.537299999999995,67.04235746170343,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q97,938.0,34.0,-0.8905244059210911,-0.7322801106353352,33.4592284176622,23.698158823529404,74.29561825994479,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q15,938.0,34.0,-0.2291187278833715,-0.3329826065791599,26.978742039587445,13.890080882352942,29.545312814085676,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q20,938.0,34.0,-0.19937750113105723,-0.24600711460963076,26.65033830764189,13.09579411764706,27.426383974209816,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q25,938.0,34.0,-0.16513203255480002,-0.164234172565781,26.267113384168518,12.236544117647057,25.365951090909896,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q30,938.0,34.0,-0.15281285338052153,-0.13795807206206656,26.12788059210494,11.945294117647059,24.74722282802728,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q35,938.0,34.0,-0.14229125718092206,-0.11668505568561871,26.008374139364456,11.682904411764707,24.30899992586192,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q40,938.0,34.0,-0.12906794171135605,-0.09520939491457203,25.857397738251187,11.515382352941177,24.259729147032047,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q45,938.0,34.0,-0.11848162500344506,-0.07793392665628196,25.735890758050207,11.389279411764706,24.318820532652076,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q50,938.0,34.0,-0.10448696439662974,-0.0593393036559271,25.574377700438887,11.272058823529413,24.41565001435422,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q55,938.0,34.0,-0.09339321335116324,-0.047704478298411734,25.445615742350444,11.247661764705882,24.72401688117892,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q60,938.0,34.0,-0.08755951300252596,-0.0488806851374477,25.377643568468592,11.241499999999998,25.226293621574637,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q75,938.0,34.0,-0.07079136655318519,-0.07259556819791002,25.181245555092826,12.368529411764706,30.77030145952065,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q85,938.0,34.0,0.11363633629295955,0.05892189838863571,22.910298599358427,12.78379411764706,35.795917742462166,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q90,938.0,34.0,0.14026833544290562,0.012458650134291482,22.56348812713219,13.481044117647059,39.89384960048453,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q95,938.0,34.0,0.14745823367061672,-0.3461016135375907,22.46894130827497,16.630882352941164,56.97439803452615,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q96,938.0,34.0,-0.1823963053957003,-0.5836055228138204,26.461003462031538,19.381182352941153,65.29082131544367,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q97,938.0,34.0,-2.822316799071107,-1.4879585466776497,47.57602099851844,28.894620588235263,93.70727585746236,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q15,938.0,34.0,-0.26523055494221115,-0.4100098208690177,27.37219424783436,14.324235294117646,32.35446438235261,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q20,938.0,34.0,-0.2376773083628052,-0.33760735237878925,27.072508074450297,13.721558823529413,30.803496805149166,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q25,938.0,34.0,-0.2217241554270455,-0.29886984624369295,26.89746542468377,13.281691176470588,29.69016380527193,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q30,938.0,34.0,-0.20314096183289188,-0.2507083208802061,26.69211787433974,12.663558823529414,28.035312691988533,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q35,938.0,34.0,-0.19088933103377803,-0.2261737894925553,26.555866691334725,12.322661764705881,27.34147550522098,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q40,938.0,34.0,-0.17568264244164067,-0.20013924624133783,26.385773544825692,12.047852941176469,26.90519532386907,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q45,938.0,34.0,-0.15660817642226266,-0.16989237742725583,26.17085472429206,11.709176470588236,26.34049913151656,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q50,938.0,34.0,-0.13976354747342046,-0.14814720127420244,25.979581995233463,11.480882352941178,26.135653867388754,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q55,938.0,34.0,0.14263117790565238,0.12145047823006272,22.5324606264463,10.751617647058824,26.13998380723649,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q60,938.0,34.0,0.3489961892415524,0.2123646116977832,19.634350658835594,10.058323529411766,26.306126149763877,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q75,938.0,34.0,0.4793920635915482,0.1786764171887918,17.558207203637917,10.137205882352943,31.029551491714933,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q85,938.0,34.0,0.1906820508508147,0.08858792116313863,21.891945775602707,13.025196470588233,38.1297007920266,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q90,938.0,34.0,-0.07060842732092953,0.019087548220896977,25.179094419659293,14.489323529411767,42.12804874905127,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q95,938.0,34.0,-0.5299571818170608,-0.303524633471179,30.099855860877277,17.89207352941176,54.88576441030195,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q96,938.0,34.0,-0.6965128772889142,-0.4580288036960187,31.695919693030817,19.803699999999996,60.979479317688835,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q97,938.0,34.0,-0.8666323734607955,-0.5819138251296299,33.24713098468266,21.291938235294108,65.36298285321827,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q15,938.0,34.0,-0.19242233832974898,-0.22965566682397665,26.57295360418183,13.065088235294118,27.27457294845098,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q20,938.0,34.0,-0.16355751465170765,-0.16828226077120845,26.24935916360626,12.522147058823531,26.09930164699999,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q25,938.0,34.0,-0.1451624261600435,-0.12790747897506405,26.04103987656678,12.104794117647058,25.12683798361013,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q30,938.0,34.0,-0.12890740491544928,-0.09485194162300936,25.85555940275537,11.71014705882353,24.21953998044679,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q35,938.0,34.0,-0.10105125859648822,-0.049612360151532586,25.53456986299623,11.420617647058824,23.709579057021134,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q40,938.0,34.0,-0.08517020713443535,-0.027007890976855187,25.349751627162416,11.302617647058824,23.763467375893555,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q45,938.0,34.0,-0.07577087847452035,-0.017338108502553462,25.239727944080077,11.267617647058824,24.064391881303337,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q50,938.0,34.0,-0.06434280809731674,-0.006115935664805949,25.105307349595368,11.178823529411762,24.250003346551786,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q55,938.0,34.0,0.20836584426303362,0.23433669306518834,21.65145265012217,10.44627470588235,24.169145473750987,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q60,938.0,34.0,0.4070411446062978,0.31932751935966874,18.738596398739972,9.733667058823531,24.209845783420135,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q75,938.0,34.0,0.5757802979708035,0.3508073468991474,15.849668924135479,9.417329411764708,27.647427321407463,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q85,938.0,34.0,0.3500721750718879,0.3125963310490649,19.61811801979126,11.807618235294118,33.42322074127439,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q90,938.0,34.0,0.1033155421847255,0.2255940034095275,23.04329600851508,13.528490588235298,38.371676682317144,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q95,938.0,34.0,-0.2781561014061833,-0.0148195097781616,27.511655609356463,16.058054117647057,48.27929698936378,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q96,938.0,34.0,-0.3870789710859672,-0.11002629394371799,28.65994623950259,16.856013882352936,51.782746507982836,
temporal_2022_2026,E,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q97,938.0,34.0,-0.5111027298989501,-0.21486392162044576,29.913812879389447,17.92703247058823,55.71488841792846,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q15,938.0,34.0,-0.7313508575585506,-6.435063225269722,105.84735724141117,79.90160352941177,67.5052221926738,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q20,938.0,34.0,-0.7605751455145775,-6.172026199384227,106.73694275702805,81.13448705882354,69.70597393414253,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q25,938.0,34.0,-0.8217408854043187,-5.968261983549303,108.57523515646272,82.40207647058823,71.93031746566834,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q30,938.0,34.0,-0.7330310464679022,-5.499238005812067,105.89870455464127,80.29566470588236,70.03554887325335,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q35,938.0,34.0,-0.6571475752708047,-5.191769070846858,103.55428367734187,78.18925294117649,68.14078028083836,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q40,938.0,34.0,-0.5940904718130235,-4.9691145369629135,101.56497336193092,76.34084117647059,66.55803003703457,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q45,938.0,34.0,-0.5438597360945618,-4.7990781113592655,99.9519787928096,75.35535176470589,66.3462008414029,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q50,938.0,34.0,-0.5064553681154176,-4.665032781326598,98.73374509099177,75.38825294117646,67.51404423442698,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q55,938.0,34.0,-0.5888915392782457,-4.058204147381749,101.39921718835762,75.63053764705882,69.19116850775033,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q60,938.0,34.0,-1.2878591770037668,-3.7570370713670886,121.67521450404249,84.32811647058823,72.90145076737879,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q75,938.0,34.0,-7.0839508895564975,-3.496360853067423,228.71745466411042,112.33967647058823,86.42648741572594,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q85,938.0,34.0,-14.149410427812505,-4.2240193056245445,313.10163956101235,162.04473529411763,173.60533617539406,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q90,938.0,34.0,-23.02516275810427,-4.831695256214657,394.29443287312,194.3656176470588,221.68912722742914,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q95,938.0,34.0,-35.462930129171845,-5.404671535681398,485.7505025734737,230.6448529411764,272.6450710368036,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q96,938.0,34.0,-38.37792540827846,-5.515050944264073,504.79366030519475,237.90069999999997,282.8362597986785,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN5_Q97,938.0,34.0,-41.43540128901613,-5.624086505228735,524.0245487880494,245.15654705882346,293.0274485605534,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q15,938.0,34.0,-0.8737823102294455,-7.389848045720948,110.11514202750128,86.65654470588235,74.79872849702373,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q20,938.0,34.0,-0.8243827049489505,-6.70986390576281,108.6539324800482,83.93723411764707,71.32680361571519,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q25,938.0,34.0,-0.7919870613928797,-6.356694259008685,107.68492521849811,83.3354,71.77226370028815,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q30,938.0,34.0,-0.7685339720082371,-6.03067247942466,106.9779273336176,82.77404999999999,72.30974243513056,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q35,938.0,34.0,-0.7345962376174475,-5.606843609443036,105.94651509663379,81.20818088235295,70.95776149264617,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q40,938.0,34.0,-0.7062523282985103,-5.279525021125673,105.07734829044632,79.78278235294117,69.77340655044257,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q45,938.0,34.0,-0.6491896090572324,-4.920478907340033,103.3053398782739,78.16283985294118,68.90055315884392,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q50,938.0,34.0,-0.5628541227713917,-4.5541611124376375,100.56496281561319,76.00523088235296,68.11217356292352,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q55,938.0,34.0,-0.49734948458358375,-4.2815324141478746,98.4348909960721,73.8476219117647,67.32379396700313,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q60,938.0,34.0,-0.37582328589356373,-3.680031914719967,94.35584402479621,68.30969294117645,64.37022981276476,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q75,938.0,34.0,-1.5118622394240955,-2.8719468730007405,127.49271938979264,82.12886764705883,68.28280008041226,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q85,938.0,34.0,-6.522066694129124,-2.874651669996305,220.62568232280762,110.00169117647062,86.20886305830221,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q90,938.0,34.0,-11.318130665773348,-3.629836775532227,282.33185350512605,155.10445882352937,158.8924494741829,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q95,938.0,34.0,-26.509120781686153,-4.883680093675688,421.91584061496417,215.06324411764695,247.92396801633907,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q96,938.0,34.0,-30.869042550875374,-5.11809615561045,454.1214166818727,228.52918941176466,266.4271265891213,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q97,938.0,34.0,-35.6695389020668,-5.347394004999734,487.1247551244244,241.99513470588238,284.93028516190367,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q15,938.0,34.0,-0.956076464732307,-8.87969185176319,112.5072190267467,86.18335294117645,72.12810969360729,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q20,938.0,34.0,-0.9452991139848417,-8.313434958999116,112.19685167610278,87.12232352941177,74.08056818919553,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q25,938.0,34.0,-0.9397315415383338,-7.81060739022314,112.03617929067141,87.39166176470589,74.77581044263152,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q30,938.0,34.0,-0.9193112769219631,-7.153817885036201,111.44489605598555,86.73654647058822,74.43452602427581,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q35,938.0,34.0,-0.8828063647998388,-6.529298763508953,110.37997843123838,85.31105323529412,73.22946937942704,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q40,938.0,34.0,-0.794815199599298,-5.568154985628796,107.76986662018743,81.39300470588235,68.8696126209496,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q45,938.0,34.0,-0.7258444145105061,-5.116884716303184,105.6789030534754,79.50919911764704,68.75833447874803,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q50,938.0,34.0,-0.7226858205667579,-4.8032271863027605,105.58215342566186,78.4395294117647,68.45128541046554,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q55,938.0,34.0,-0.7250211775935851,-4.5005340025526746,105.6536953491204,77.42788470588233,68.13132317248508,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q60,938.0,34.0,-0.6666791849512306,-4.0006932267643585,103.85166931085803,74.92346941176471,66.51030611064353,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q75,938.0,34.0,-0.6719529969980558,-2.746381201253994,104.01584655972117,69.42678897058823,64.57100415573211,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q85,938.0,34.0,-4.713485039158059,-2.8836651409592107,192.28173102959988,105.94084705882354,90.8576219235804,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q90,938.0,34.0,-9.590397270421054,-3.40537995859932,261.7843029252294,137.00335882352945,120.99169129757597,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q95,938.0,34.0,-21.54498716795466,-5.455123971277958,381.9552397980382,221.33305294117636,248.7868538126456,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q96,938.0,34.0,-27.184980062647057,-5.927255558307235,427.0673222576717,244.54814235294089,280.2239861992482,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q97,938.0,34.0,-33.997075601420924,-6.370109743239876,475.8864659953894,268.3724082352941,311.9282582588557,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q15,938.0,34.0,-1.15954206782982,-9.405672505031484,118.21383599080846,89.29405882352941,74.58221632971846,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q20,938.0,34.0,-1.0233398339906534,-8.47607647116087,114.42525575969567,86.83118235294118,72.58285930864453,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q25,938.0,34.0,-0.964491862729723,-7.861291613764676,112.74897258502156,85.05801470588234,70.93049100941886,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q30,938.0,34.0,-0.8713790421434275,-7.00283113416028,110.04450385527511,80.71544176470587,65.91854410793287,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q35,938.0,34.0,-0.8141308142570469,-6.385357012836227,108.34821879526515,79.27409970588235,64.59966263138631,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q40,938.0,34.0,-0.743102654678814,-5.776956382799745,106.20597693231326,78.01632352941178,64.12333090113289,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q45,938.0,34.0,-0.6917447105836039,-5.282309203413221,104.62967820685267,77.22607000000002,63.728453695909494,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q50,938.0,34.0,-0.6834824286973846,-4.81035965774845,104.37386597364079,77.49940588235293,64.39376926007509,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q55,938.0,34.0,-0.6388715726316601,-4.008776107374073,102.98167160980627,75.48325558823528,62.64714709365812,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q60,938.0,34.0,-0.5729817549086667,-3.348502744848913,100.8902779741151,72.95832705882353,60.87669270429624,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q75,938.0,34.0,-0.5318338132739133,-2.4465410992599623,99.56192887608292,69.65304044117647,64.4255838100381,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q85,938.0,34.0,-2.6556588415448092,-2.455193104912257,153.80494741000896,86.29517499999994,83.5275911032905,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q90,938.0,34.0,-7.7544748578479155,-3.1567204902938863,238.0140125199936,130.47014705882358,127.28089622741922,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q95,938.0,34.0,-12.158328802017017,-3.740655076895777,291.80171711745146,168.49775735294145,168.9606073365531,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q96,938.0,34.0,-21.289196017576636,-6.065092923170601,379.78226279902174,238.69635294117586,270.21647631996547,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q97,938.0,34.0,-37.05025507301769,-8.048323809778227,496.2108568691693,316.26253676470566,374.24933750923554,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q15,938.0,34.0,-1.137876137975144,-9.7790574814261,117.6193421204733,90.69905882352941,76.38912357491799,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q20,938.0,34.0,-1.0154000957191949,-8.800184016732837,114.20052840984684,87.9585,74.16795283806967,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q25,938.0,34.0,-0.9545070699732587,-8.12533768315662,112.4620767040282,86.06621323529414,72.35257825716789,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q30,938.0,34.0,-0.8850660478395744,-7.382571850583485,110.44619580152911,84.1406205882353,70.55988596536037,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q35,938.0,34.0,-0.8316705365992514,-6.7229507144599765,108.87073522169874,81.84866176470588,68.33339916268089,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q40,938.0,34.0,-0.7543616686283181,-6.1087509992609395,106.5484266018205,79.3284411764706,66.07628955550497,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q45,938.0,34.0,-0.6849135232296777,-5.521897980797907,104.41821961107156,75.88750794117648,62.36538669996621,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q50,938.0,34.0,-0.6481708586406083,-5.131209892608262,103.27342765445525,74.14438235294118,60.629378812355895,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q55,938.0,34.0,-0.5867795807314309,-4.667292149767155,101.33180473511273,72.46330941176471,59.03445985624178,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q60,938.0,34.0,-0.5340942919023448,-4.09675571069901,99.6353619874581,71.65702235294118,58.65126666887966,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q75,938.0,34.0,-0.38131649155711256,-2.429233901382668,94.54402216016118,65.77623897058822,57.7022593914291,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q85,938.0,34.0,-0.5628421259295362,-1.824457627078833,100.56457683452487,69.30359411764707,69.37600764207534,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q90,938.0,34.0,-3.2598535811326945,-2.3429658650452296,166.02932869245188,102.15916176470596,95.6103322847969,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q95,938.0,34.0,-11.02176958778137,-3.2514668185798383,278.91487461654253,161.94990147058817,158.4812607410079,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q96,938.0,34.0,-12.019475060794944,-3.3836126305183374,290.2580097156515,170.01257999999999,167.8092458998093,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q97,938.0,34.0,-22.717033268229535,-6.225625750468444,391.75780471777887,256.7224958823523,287.06005610155984,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q15,938.0,34.0,-1.232358764829991,-9.999968881104698,120.19031458458363,92.04391176470588,77.09878009735534,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q20,938.0,34.0,-1.0847351744920277,-8.91073815566438,116.14831748047787,89.26736470588234,75.0878761149373,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q25,938.0,34.0,-0.9941751316438308,-7.995901274428848,113.59759162577555,86.78452941176471,72.8917752974706,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q30,938.0,34.0,-0.9159386450594273,-7.312835778519339,111.34693699263869,84.74870294117648,71.06541703540113,
temporal_2022_2026,F,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q35,938.0,34.0,-0.8236040989636122,-6.656525351291616,108.63074446416279,82.46717647058824,69.2334103645234,
