protocol,target,method,model,status,n_train,n_test,n_features,r2,r2_log1p,rmse,mae,mape
temporal_2022_2026,G,hybrid_spatiotemporal_sequence,HistGBR,ok,938,34,54,-0.9305491308966785,-0.6475738723086752,38.124655749305006,25.890547180039306,51.12388385074681
temporal_2022_2026,G,hybrid_spatiotemporal_sequence,LightGBM,ok,938,34,54,-0.782906643762703,-0.37543279001624774,36.637835067041266,26.198797395534474,46.548022201129456
temporal_2022_2026,G,hybrid_spatiotemporal_sequence,XGBoost,ok,938,34,54,-0.24510972454839353,-0.31330119779776355,30.617470926654722,22.155094997630403,43.48622121582915
temporal_2022_2026,H,pure_temporal_baseline,LastAnnualMean,ok,938,34,1,-0.8158586367148017,-1.3943637586641149,0.31775111966204084,0.2799437340153452,796.5821880345572
temporal_2022_2026,H,pure_temporal_baseline,LinearAnnualTrend,ok,938,34,1,-0.09463306979501263,-0.22877981335592756,0.24670636464597723,0.17378659992208748,442.7971754471252
temporal_2022_2026,H,pure_temporal_baseline,ARIMAAnnualMean,ok,938,34,1,-0.29188354488722457,-0.5601991403069086,0.26801416931699185,0.20541727769909293,560.6767816245671
temporal_2022_2026,H,pure_temporal_baseline,LSTMAnnualMean,ok,938,34,1,-0.10848906274808567,-0.2657086780903979,0.24826287347379558,0.18266404493716842,446.36690530362335
temporal_2022_2026,H,zone_temporal_baseline,ZoneLinearTrend,ok,938,34,2,-2.3209547540644846,-1.8475977526106568,0.4297120683339489,0.2417436651187744,504.20801154295685
temporal_2022_2026,H,zone_temporal_baseline,ZoneLastAnnualMean,ok,938,34,2,-35.64731481207546,-7.480076972731572,1.4274705299407593,0.449828516624041,426.5030362723708
temporal_2022_2026,H,hybrid_spatiotemporal_sequence,ElasticNet,ok,938,34,54,-0.3014929344494177,-0.3586610128942491,0.26900910460641503,0.14439332266175933,253.5302134735888
