cutoff_year,feature_set,target,model,status,n_train,n_test,test_year_min,test_year_max,n_features,r2,r2_log1p,rmse,mae,mape
2022,external,H,CatBoost,ok,938,34,2022,2026,128,0.02109572083333766,0.04960127426172867,0.23330077692068504,0.10864050172597685,192.9666680034318
2023,external,A,ExtraTrees,ok,954,18,2023,2026,128,-0.06021949576644858,0.0808987098111913,7.068888827559045,5.348572198309769,56.21236218216771
2023,external,A,HistGBR,ok,954,18,2023,2026,128,-0.031158624285505976,0.09437508242296522,6.97133572248989,5.633158541985545,58.44287902691907
2023,external,A,ElasticNet,ok,954,18,2023,2026,128,0.21099435235448338,0.12063616007672917,6.0980827660849775,4.963736647582536,59.599255751595905
2023,external,A,XGBoost,ok,954,18,2023,2026,128,-0.07677580427000752,0.09204950589645289,7.123868639002328,5.7262719427744555,57.992470393008475
2023,external,A,LightGBM,ok,954,18,2023,2026,128,-0.58048674735249,-0.22101824005304382,8.630752999493524,6.690506965029623,72.01174740229239
2023,external,A,CatBoost,ok,954,18,2023,2026,128,0.009164049753397019,0.13240531887255613,6.833672102639527,5.207368219940643,55.270201012751784
2023,external,B,ExtraTrees,ok,954,18,2023,2026,128,-0.5409377425533957,-0.1351902966920162,0.8887315303752736,0.6366335553035122,249.72532687982235
2023,external,B,HistGBR,ok,954,18,2023,2026,128,-0.5299912120423576,-0.25958026643082577,0.8855692138229039,0.6088110154434957,239.7847954019634
2023,external,B,ElasticNet,ok,954,18,2023,2026,128,0.12450687814950001,0.3597829104755612,0.6698914136928131,0.49030576945927457,191.36871259313622
2023,external,B,XGBoost,ok,954,18,2023,2026,128,-1.520780673611461,-0.35255132073237405,1.1366992469869517,0.7047196399370829,222.71297982552886
2023,external,B,LightGBM,ok,954,18,2023,2026,128,-0.9608858362552746,-0.35719465137353823,1.0025457420421642,0.6749142866442835,246.05821199685494
2023,external,B,CatBoost,ok,954,18,2023,2026,128,-0.6574704960445015,-0.19203742127768986,0.9217241048236855,0.6273494486268577,219.29907124482475
2023,external,C,ExtraTrees,ok,954,18,2023,2026,128,0.05612369205189793,0.10582604419429409,37.68806116903515,21.734961837829946,48.284085906176955
2023,external,C,HistGBR,ok,954,18,2023,2026,128,-0.09423283940074123,-0.06869950473965392,40.578979946349776,23.876667387671688,50.23316604675887
2023,external,C,ElasticNet,ok,954,18,2023,2026,128,0.18476825876329617,0.13646605588876626,35.02569760819763,23.42399060093653,57.48421189100691
2023,external,C,XGBoost,ok,954,18,2023,2026,128,0.05208376583563501,0.1044264422558634,37.76863020777632,21.444237698872886,47.028427329178626
2023,external,C,LightGBM,ok,954,18,2023,2026,128,-0.13581937076824113,-0.18717101961797766,41.34289544232576,24.637070724731,55.09983284174491
2023,external,C,CatBoost,ok,954,18,2023,2026,128,0.0856877755632629,0.10891079837522921,37.093133001664505,21.588096911430114,49.286525089664806
2023,external,D,ExtraTrees,ok,954,18,2023,2026,128,0.4891187863007114,0.21536019243462423,8.636213628029127,7.089488525114962,25.085841575212452
2023,external,D,HistGBR,ok,954,18,2023,2026,128,0.3220543617536302,0.03454209723140156,9.948574250595444,8.482228312610093,29.78779039276329
2023,external,D,ElasticNet,ok,954,18,2023,2026,128,0.46930245917283286,0.3516290434663776,8.802113163993578,6.557763033050666,21.614850897025264
2023,external,D,XGBoost,ok,954,18,2023,2026,128,0.22636198801870155,0.1786843108719126,10.627529282917306,7.246229227701822,24.893579820643875
2023,external,D,LightGBM,ok,954,18,2023,2026,128,0.082289215541554,0.006802293523500924,11.574875484293246,8.40251212570558,28.545301072422795
2023,external,D,CatBoost,ok,954,18,2023,2026,128,0.5286571274270786,0.3178419912140801,8.295295900376715,6.670389385840817,23.29751002558587
2023,external,E,ExtraTrees,ok,954,18,2023,2026,128,-0.034410546217201965,-0.05656926692777264,18.76419465090877,8.880405742280525,28.59640816143754
2023,external,E,HistGBR,ok,954,18,2023,2026,128,0.011349509693489357,-0.020460566724820328,18.34445664461887,9.071203412672924,28.66090088808032
2023,external,E,ElasticNet,ok,954,18,2023,2026,128,0.07286120993436573,0.11199108865834939,17.76461645964092,7.823272106114629,25.239306944598134
2023,external,E,XGBoost,ok,954,18,2023,2026,128,0.07202669418628449,0.09832060277590915,17.772609609047805,8.655162623087564,26.860462930512373
2023,external,E,LightGBM,ok,954,18,2023,2026,128,0.024033560056149206,0.013031953639623839,18.2264001887548,9.061046023939912,28.05502721663599
2023,external,E,CatBoost,ok,954,18,2023,2026,128,0.003054008955543641,0.011257659011460586,18.421257581571517,8.106794027984286,26.591148075210736
2023,external,F,ExtraTrees,ok,954,18,2023,2026,128,0.1636867872008807,-0.07249399022766378,85.84634766004432,51.52967064780863,31.473423377168885
2023,external,F,HistGBR,ok,954,18,2023,2026,128,0.06560919448062719,-0.7336938093210528,90.74059482648303,55.94939630948447,36.61657795464009
2023,external,F,ElasticNet,ok,954,18,2023,2026,128,-0.10575188456188878,-1.8981819891380094,98.71114460690183,67.48042433387047,46.111468516152954
2023,external,F,XGBoost,ok,954,18,2023,2026,128,0.09726462606862163,-0.6728640397741459,89.19028959785,58.97652378845214,39.60030545844422
2023,external,F,LightGBM,ok,954,18,2023,2026,128,0.1157473133390845,-0.4791614890105196,88.2725225861615,55.678538192520364,35.753502374934655
2023,external,F,CatBoost,ok,954,18,2023,2026,128,-0.1083557186655757,-0.9797282667336855,98.82729919529076,65.51957091964401,43.30925463055538
2023,external,G,ExtraTrees,ok,954,18,2023,2026,128,-1.2487056015762974,-0.6126270502208959,27.890908682126867,19.45042550297689,32.57338526874609
2023,external,G,HistGBR,ok,954,18,2023,2026,128,-3.24901958200806,-1.5638698282051386,38.33899543026365,28.900842258172872,46.45031168028313
2023,external,G,ElasticNet,ok,954,18,2023,2026,128,-0.4012472282935613,-0.5155749887056105,22.01677712860993,17.167208942739236,31.33809122663908
2023,external,G,XGBoost,ok,954,18,2023,2026,128,-0.9518251196313563,-0.5622733240358528,25.984646584239435,18.525043111165367,31.25862465285452
2023,external,G,LightGBM,ok,954,18,2023,2026,128,-2.3646708752726484,-1.0337382650535716,34.11675033422842,25.25768970962081,39.43862514064488
2023,external,G,CatBoost,ok,954,18,2023,2026,128,-0.8076595462233549,-0.6872152172419905,25.006602021735272,19.369884225055095,34.35150059895747
2023,external,H,ExtraTrees,ok,954,18,2023,2026,128,0.1202920349112061,0.07652563811475521,0.1004079006647681,0.09038640759832285,274.16003196838716
2023,external,H,HistGBR,ok,954,18,2023,2026,128,-0.42785777204380526,-0.41742007184325414,0.12792078025173506,0.09925840629378903,295.2246266230656
2023,external,H,ElasticNet,ok,954,18,2023,2026,128,-1.259542600487439,-1.0055245144607472,0.16091958048184465,0.11272518968587747,290.50556717672646
2023,external,H,XGBoost,ok,954,18,2023,2026,128,-1.2835697958558394,-0.5666308502550608,0.161772899616839,0.10516408274074394,234.47045663879678
2023,external,H,LightGBM,ok,954,18,2023,2026,128,-0.34900700905956294,-0.39101395898840763,0.12433852980000049,0.10188189748140804,335.5568997199958
2023,external,H,CatBoost,ok,954,18,2023,2026,128,0.23179977744011093,0.20064284644279384,0.09382873023374652,0.07592287291464274,231.10778937799387
